director_name,director_facebook_likes,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,budget,title_year,movie_facebook_likes
Jonathan Hensleigh,36,669,Action,Laura Harring,The Punisher,2114,33000000,2004,4000
Jonathan Lynn,36,592,Comedy,Austin Pendleton,Sgt. Bilko,2176,39000000,1996,478
Jonathan Lynn,36,886,Comedy,Fred Gwynne,My Cousin Vinny,3280,11000000,1992,7000
Jonathan Lynn,36,13000,Comedy,Bruce Willis,The Whole Nine Yards,17582,24000000,2000,0
Kevin Lima,36,283,Animation,Jeff Bennett,Enchanted,662,85000000,2007,0
Kevin Lima,36,2000,Comedy,Ioan Gruffudd,102 Dalmatians,4182,85000000,2000,372
Michael Lehmann,36,13000,Comedy,Bruce Willis,Hudson Hawk,15944,70000000,1991,0
Michael Lehmann,36,1000,Comedy,Emmanuelle Vaugier,40 Days and 40 Nights,3294,17000000,2002,2000
Patricia Riggen,36,3000,Drama,Jennifer Garner,Miracles from Heaven,7833,13000000,2016,16000
Don Scardino,35,12000,Comedy,Steve Buscemi,The Incredible Burt Wonderstone,32094,30000000,2013,13000
Eric Darnell,35,1000,Animation,Bernie Mac,Madagascar: Escape 2 Africa,3285,150000000,2008,0
Eric Darnell,35,13000,Animation,Sylvester Stallone,Antz,25788,105000000,1998,0
Eric Darnell,35,851,Animation,Jada Pinkett Smith,Madagascar,1777,75000000,2005,0
Eric Darnell,35,851,Animation,Jada Pinkett Smith,Madagascar 3: Europe's Most Wanted,2444,145000000,2012,17000
Eric Darnell,35,19000,Animation,Benedict Cumberbatch,Penguins of Madagascar,19963,132000000,2014,11000
Michael Polish,35,24000,Action,J.K. Simmons,The Astronaut Farmer,27806,13000000,2006,862
Michael Polish,35,4000,Drama,Hayden Christensen,90 Minutes in Heaven,6617,5000000,2015,0
Michael Polish,35,980,Drama,Sasha Alexander,Twin Falls Idaho,3166,500000,1999,180
Michael Polish,35,548,Drama,Peter Coyote,Northfork,2389,1900000,2003,298
Michael Polish,35,216,Drama,Olivia Rose Keegan,Amnesiac,423,3000000,2014,421
Scott Speer,35,3000,Drama,Ryan Guzman,Step Up Revolution,4863,33000000,2012,19000
Ariel Vromen,34,11000,Biography,Chris Evans,The Iceman,23187,10000000,2012,20000
Bo Welch,34,760,Comedy,Sean Hayes,The Cat in the Hat,2762,109000000,2003,946
Brian Koppelman,34,966,Comedy,Jenna Fischer,Solitary Man,2661,15000000,2009,0
Iain Softley,34,11000,Comedy,Angelina Jolie Pitt,Hackers,13821,20000000,1995,12000
Iain Softley,34,18000,Drama,Kevin Spacey,K-PAX,33615,48000000,2001,0
Irwin Winkler,34,649,Action,Ken Howard,The Net,1725,22000000,1995,0
Irwin Winkler,34,427,Biography,Kevin McNally,De-Lovely,729,20000000,2004,1000
Irwin Winkler,34,16000,Drama,Ian Somerhalder,Life as a House,21622,18000000,2001,0
Irwin Winkler,34,978,Drama,Mira Sorvino,At First Sight,3821,60000000,1999,0
Jerome Robbins,34,804,Drama,Rita Moreno,West Side Story,1802,6000000,1961,0
John Luessenhop,34,23000,Action,Paul Walker,Takers,31529,20000000,2010,0
Jorge R. Gutierrez,34,17000,Animation,Channing Tatum,The Book of Life,19513,50000000,2014,18000
Kenneth Johnson,34,503,Action,Charles Napier,Steel,3100,16000000,1997,0
Michael Pressman,34,642,Comedy,Kevin Nash,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,2501,25000000,1991,0
Nick Hurran,34,1000,Comedy,Holly Hunter,Little Black Book,4369,35000000,2004,484
Vidhu Vinod Chopra,34,892,Action,MarÕ_a Valverde,Broken Horses,2055,15000000,2015,0
Brian Percival,33,876,Drama,Emily Watson,The Book Thief,1985,19000000,2013,53000
Courtney Hunt,33,496,Drama,Charlie McDermott,Frozen River,994,1000000,2008,0
Daniel Barnz,33,15000,Drama,Alex Pettyfer,Beastly,17396,17000000,2011,16000
James Bobin,33,40000,Action,Johnny Depp,Alice Through the Looking Glass,80806,170000000,2016,30000
James Bobin,33,3000,Comedy,Ty Burrell,Muppets Most Wanted,6089,50000000,2014,10000
James Bobin,33,970,Comedy,Bill Cobbs,The Muppets,1336,45000000,2011,26000
Joseph Kahn,33,1000,Comedy,Dane Cook,Torque,5039,40000000,2004,0
Joseph Kahn,33,14000,Comedy,Josh Hutcherson,Detention,15014,10000000,2011,0
Ron Maxwell,33,854,Drama,Tom Berenger,Gettysburg,2107,25000000,1993,0
Ron Maxwell,33,789,Drama,Billy Campbell,Gods and Generals,1671,56000000,2003,953
Tamra Davis,33,744,Comedy,Dave Chappelle,Half Baked,2400,8000000,1998,0
Tamra Davis,33,1000,Comedy,Britney Spears,Crossroads,1531,12000000,2002,0
Becky Smith,32,386,Comedy,Will Rothhaar,16 to Life,1647,1000000,2009,143
Brandon Trost,32,968,Comedy,Clifton Collins Jr.,The FP,2046,60000,2011,0
Brett Leonard,32,18000,Action,Denzel Washington,Virtuosity,20772,30000000,1995,0
Brian A Miller,32,13000,Action,Bruce Willis,The Prince,16735,18000000,2014,0
Brian Levant,32,1000,Comedy,Madeline Carroll,The Spy Next Door,3436,28000000,2010,0
Brian Levant,32,826,Comedy,Nia Long,Are We There Yet?,3558,32000000,2005,773
Brian Levant,32,854,Comedy,Jim Belushi,Jingle All the Way,4530,60000000,1996,0
Brian Levant,32,924,Comedy,Jonathan Winters,The Flintstones,3244,45000000,1994,0
Brian Levant,32,1000,Comedy,Taylor Negron,The Flintstones in Viva Rock Vegas,6299,60000000,2000,500
Joshua Logan,32,16000,Comedy,Clint Eastwood,Paint Your Wagon,17775,20000000,1969,0
Marcos Siega,32,843,Comedy,Cheech Marin,Underclassman,2165,25000000,2005,206
Michael Hoffman Jr.,32,685,Comedy,Vincent Chimato,Girls Gone Dead,2102,500000,2012,0
Oliver Parker,32,219,Comedy,Daniel Kaluuya,Johnny English Reborn,661,45000000,2011,17000
Patrick Read Johnson,32,1000,Comedy,Joe Mantegna,Baby's Day Out,2949,50000000,1994,0
Patrick Read Johnson,32,610,Comedy,Ariana Richards,Spaced Invaders,1441,3000000,1990,710
Wallace Wolodarsky,32,529,Comedy,Heather Matarazzo,Sorority Boys,2393,12000000,2002,507
Andrew Bergman,31,944,Comedy,Stockard Channing,Isn't She Great,2928,36000000,2000,133
Andrew Bergman,31,2000,Comedy,Demi Moore,Striptease,3016,40000000,1996,877
Courtney Solomon,31,210,Action,Rebecca Budig,Getaway,676,18000000,2013,4000
Joe Berlinger,31,193,Action,Kim Director,Book of Shadows: Blair Witch 2,608,15000000,2000,949
Ken Scott,31,1000,Comedy,Tom Wilkinson,Unfinished Business,1564,35000000,2015,0
Ken Scott,31,390,Comedy,Jack Reynor,Delivery Man,1006,26000000,2013,0
Michael Dowse,31,2000,Comedy,Topher Grace,Take Me Home Tonight,5519,23000000,2011,0
Mike Mitchell,31,4000,Animation,Jon Hamm,Shrek Forever After,4628,165000000,2010,0
Mike Mitchell,31,1000,Animation,Amy Poehler,Alvin and the Chipmunks: Chipwrecked,4073,75000000,2011,0
Mike Mitchell,31,947,Comedy,Michael Angarano,Sky High,2968,35000000,2005,0
Mike Mitchell,31,1000,Comedy,Amy Poehler,Deuce Bigalow: Male Gigolo,2604,17000000,1999,0
Phil Alden Robinson,31,11000,Action,Morgan Freeman,The Sum of All Fears,12556,68000000,2002,0
Robert Rossen,31,654,Drama,George C. Scott,The Hustler,2290,2000000,1961,0
Ron Underwood,31,9000,Action,Charlize Theron,Mighty Joe Young,10731,90000000,1998,0
Ron Underwood,31,3000,Comedy,Rosario Dawson,The Adventures of Pluto Nash,6161,100000000,2002,416
Ron Underwood,31,651,Comedy,Reba McEntire,Tremors,3119,11000000,1990,11000
Ronny Yu,31,690,Action,Marley Shelton,Warriors of Virtue,1993,35000000,1997,0
Ronny Yu,31,918,Action,Katharine Isabelle,Freddy vs. Jason,4692,30000000,2003,3000
Ryan Fleck,31,33000,Drama,Ryan Gosling,Half Nelson,33734,700000,2006,0
Bob Rafelson,30,1000,Drama,Anjelica Huston,The Postman Always Rings Twice,1456,12000000,1981,1000
Bob Rafelson,30,1000,Drama,Harold Perrineau,Blood and Wine,2228,22000000,1996,145
Charles Stone III,30,962,Comedy,Leonard Roberts,Drumline,2390,20000000,2002,2000
Charles Stone III,30,1000,Comedy,Bernie Mac,Mr 3000,4462,30000000,2004,491
David Silverman,30,745,Animation,Albert Brooks,The Simpsons Movie,3086,75000000,2007,0
Gary David Goldberg,30,944,Comedy,Stockard Channing,Must Love Dogs,4879,30000000,2005,0
Joe Pytka,30,13000,Animation,Bill Murray,Space Jam,15001,80000000,1996,0
Julie Anne Robinson,30,922,Comedy,Fisher Stevens,One for the Money,3301,40000000,2012,19000
Julie Anne Robinson,30,742,Drama,Kelly Preston,The Last Song,2341,20000000,2010,10000
Marc Lawrence,30,963,Comedy,Michael Kelly,Did You Hear About the Morgans?,3150,58000000,2009,0
Marc Lawrence,30,1000,Comedy,Dorian Missick,Two Weeks Notice,2636,60000000,2002,0
Michael Corrente,30,761,Comedy,Jonathan Brandis,Outside Providence,2018,7000000,1999,0
Michael Corrente,30,480,Drama,Jerry Ferrara,Brooklyn Rules,1234,8000000,2007,226
Shari Springer Berman,30,474,Comedy,Lynn Cohen,The Extra Man,2029,7000000,2010,916
Steven Shainberg,30,21000,Biography,Robert Downey Jr.,Fur: An Imaginary Portrait of Diane Arbus,25173,16800000,2006,0
Steven Shainberg,30,769,Comedy,Jeremy Davies,Secretary,2251,4000000,2002,15000
Carmen Marron,29,847,Drama,Jossara Jinaro,Go for It!,1668,2450000,2011,566
David Boyd,29,890,Drama,Vivica A. Fox,Home Run,2681,1200000,2013,0
Dennie Gordon,29,861,Comedy,Brittany Daniel,Joe Dirt,2543,17700000,2001,0
Dennie Gordon,29,976,Comedy,Mary-Kate Olsen,New York Minute,3974,30000000,2004,849
Dennie Gordon,29,14000,Comedy,Colin Firth,What a Girl Wants,16400,20000000,2003,0
Fred Wolf,29,1000,Comedy,Kevin Alejandro,Strange Wilderness,4218,20000000,2008,847
Fred Wolf,29,15000,Comedy,Emma Stone,The House Bunny,18789,25000000,2008,0
Jessy Terrero,29,939,Comedy,Mo'Nique,Soul Plane,3935,16000000,2004,0
John Gray,29,2000,Comedy,Alexa PenaVega,The Glimmer Man,3855,45000000,1996,451
John Hamburg,29,499,Comedy,Harvey Fierstein,Safe Men,1141,1000000,1998,157
John Hamburg,29,22000,Comedy,Philip Seymour Hoffman,Along Came Polly,24534,42000000,2004,0
John Hamburg,29,24000,Comedy,J.K. Simmons,I Love You Man,28928,40000000,2009,0
Jon Hess,29,683,Action,Burt Young,Excessive Force,1139,3000000,1993,107
Joseph Ruben,29,584,Comedy,Vincent Pastore,Money Train,1132,68000000,1995,617
P.J. Hogan,29,8000,Comedy,Julia Roberts,My Best Friend's Wedding,12344,46000000,1997,0
Peter Howitt,29,779,Action,Tyler Labine,Antitrust,1297,30000000,2001,0
Ric Roman Waugh,29,12000,Action,Dwayne Johnson,Snitch,15800,15000000,2013,12000
Ric Roman Waugh,29,12000,Action,Dwayne Johnson,Snitch,15800,15000000,2013,12000
Richard Schenkman,29,1000,Comedy,Vanessa Williams,And Then Came Love,2504,989000,2007,42
Richard Schenkman,29,505,Drama,William Katt,The Man from Earth,1181,200000,2007,46000
Shintaro Shimosawa,29,14000,Drama,Al Pacino,Misconduct,27660,11000000,2016,0
Bruce Paltrow,28,555,Comedy,Lochlyn Munro,Duets,1227,15000000,2000,573
Chris Butler,28,10000,Animation,Anna Kendrick,ParaNorman,13597,60000000,2012,12000
Gary Shore,28,3000,Action,Dominic Cooper,Dracula Untold,5178,70000000,2014,37000
Henry Koster,28,726,Drama,Richard Burton,The Robe,1920,5000000,1953,0
Kat Coiro,28,945,Comedy,Justin Kirk,L!fe Happens,2924,930000,2011,995
Mike Marvin,28,1000,Action,Clint Howard,The Wraith,2319,2700000,1986,0
Rick Rosenthal,28,2000,Comedy,Jamie Lee Curtis,Halloween: Resurrection,5440,15000000,2002,0
Roger Allers,28,4000,Animation,Jon Favreau,Open Season,6081,85000000,2006,863
Roger Allers,28,2000,Animation,Matthew Broderick,The Lion King,6458,45000000,1994,17000
Theodore Witcher,28,962,Drama,Leonard Roberts,Love Jones,3871,10000000,1997,1000
Tim Hunter,28,18000,Drama,Keanu Reeves,River's Edge,19649,1900000,1986,0
William A. Fraker,28,372,Action,Jason Robards,The Legend of the Lone Ranger,927,18000000,1981,346
Dwight H. Little,27,601,Action,Nicholas Gonzalez,Anacondas: The Hunt for the Blood Orchid,2730,25000000,2004,686
Gil Kenan,27,13000,Action,Bill Murray,City of Ember,15494,55000000,2008,0
Gil Kenan,27,12000,Animation,Steve Buscemi,Monster House,17299,75000000,2006,0
Greg Coolidge,27,1000,Comedy,Dane Cook,Employee of the Month,4441,12000000,2006,0
Kate Connor,27,1000,Drama,Johnny Pacar,Fort McCoy,4374,3000000,2011,348
Nicholas Jarecki,27,664,Drama,Nate Parker,Arbitrage,2440,12000000,2012,0
Andrew Fleming,26,720,Comedy,Kay Panabaker,Nancy Drew,3327,20000000,2007,590
Andrew Fleming,26,1000,Comedy,Steve Coogan,Hamlet 2,3767,9000000,2008,1000
Andrew Fleming,26,838,Drama,Christine Taylor,The Craft,1812,15000000,1996,6000
Christian E. Christiansen,26,3000,Drama,Leighton Meester,The Roommate,5349,16000000,2011,0
Duke Johnson,26,1000,Animation,Jennifer Jason Leigh,Anomalisa,1442,8000000,2015,0
Fina Torres,26,1000,Comedy,Harold Perrineau,Woman on Top,2687,8000000,2000,859
Pitof,26,827,Action,Frances Conroy,Catwoman,3144,100000000,2004,0
Vadim Perelman,26,638,Drama,Frances Fisher,House of Sand and Fog,2282,15000000,2003,0
Vadim Perelman,26,797,Drama,Eva Amurri Martino,The Life Before Her Eyes,2073,8000000,2007,1000
Christopher Spencer,25,329,Biography,Roma Downey,Son of God,775,22000000,2014,15000
Colin Strause,25,1000,Action,Sam Trammell,Aliens vs. Predator: Requiem,4324,40000000,2007,0
Colin Strause,25,929,Action,David Zayas,Skyline,3679,10000000,2010,13000
Craig Zobel,25,601,Biography,Dreama Walker,Compliance,1734,270000,2012,0
David Anspaugh,25,18000,Drama,Gerard Butler,The Game of Their Lives,20354,20000000,2005,445
Jean-Francois Richet,25,954,Action,Brian Dennehy,Assault on Precinct 13,3148,20000000,2005,999
Jun Falkenstein,25,304,Animation,Kath Soucie,The Tigger Movie,575,30000000,2000,347
Matthew Robbins,25,1000,Action,Ian McDiarmid,Dragonslayer,1263,18000000,1981,0
Richard Glatzer,25,231,Drama,Emily Rios,QuinceaÕ±era,771,400000,2006,426
Richard Glatzer,25,17000,Drama,Kristen Stewart,Still Alice,19673,5000000,2014,45000
Scott Alexander,25,931,Comedy,Sarah Silverman,Screwed,3848,10000000,2000,262
Simon Wells,25,891,Action,Mark Addy,The Time Machine,1919,80000000,2002,3000
Simon Wells,25,921,Animation,Elisabeth Harnois,Mars Needs Moms,2652,150000000,2011,0
Tim Hill,25,989,Animation,Gary Cole,Hop,2558,63000000,2011,0
Tim Hill,25,1000,Animation,Jesse McCartney,Alvin and the Chipmunks,2847,60000000,2007,0
Tim Hill,25,1000,Comedy,Josh Charles,Muppets from Space,3243,24000000,1999,619
Tim Hill,25,833,Comedy,Noel Fisher,Max Keeble's Big Move,4551,12000000,2001,371
Vincent Ward,25,49000,Drama,Robin Williams,What Dreams May Come,49631,85000000,1998,32000
Alister Grierson,24,2000,Action,Ioan Gruffudd,Sanctum,3892,30000000,2011,11000
Dan Harris,24,374,Comedy,Kip Pardue,Imaginary Heroes,768,4000000,2004,345
Frank Perry,24,977,Biography,Faye Dunaway,Mommie Dearest,2014,5000000,1981,0
George Sidney,24,277,Comedy,Keenan Wynn,Annie Get Your Gun,731,3768785,1950,456
George Sidney,24,675,Comedy,Esther Williams,Bathing Beauty,1627,2361000,1944,144
George Sidney,24,960,Drama,Agnes Moorehead,Show Boat,2329,2295429,1951,438
Henry Joost,24,646,Action,Samira Wiley,Nerve,1780,20000000,2016,0
Jeff Franklin,24,834,Comedy,Ivana Milicevic,Love Stinks,2662,4000000,1999,309
Jessie Nelson,24,10000,Comedy,Olivia Wilde,Love the Coopers,10691,17000000,2015,0
Jessie Nelson,24,967,Drama,Dianne Wiest,I Am Sam,3152,22000000,2001,15000
Joe Camp,24,407,Action,Frances Bavier,Benji,1090,500000,1974,816
Jon Lucas,24,552,Comedy,Justin Chon,21  Over,2730,13000000,2013,11000
Jon Lucas,24,15000,Comedy,Mila Kunis,Bad Moms,18786,20000000,2016,18000
Lloyd Bacon,24,610,Comedy,Ginger Rogers,42nd Street,995,439000,1933,439
MÕ‚ns MÕ‚rlind,24,5000,Action,Theo James,Underworld: Awakening,5861,70000000,2012,24000
Richard Rich,24,122,Animation,Debi Derryberry,Alpha and Omega 4: The Legend of the Saw Toothed Cave,236,7000000,2014,41
Stefan Ruzowitzky,24,16000,Drama,Charlie Hunnam,Deadfall,27575,12000000,2012,0
Tina Gordon Chism,24,931,Comedy,Tyler James Williams,Peeples,3322,15000000,2013,0
Allan Dwan,23,183,Action,James Brown,Sands of Iwo Jima,510,1000000,1949,624
Angela Robinson,23,4000,Comedy,Jordana Brewster,D.E.B.S.,6380,3500000,2004,1000
Angela Robinson,23,660,Comedy,Scoot McNairy,Herbie Fully Loaded,2177,50000000,2005,1000
Benny Boom,23,1000,Comedy,Omari Hardwick,Next Day Air,4815,3000000,2009,545
Bille Woodruff,23,927,Comedy,Donald Faison,The Perfect Match,3552,5000000,2016,740
Bille Woodruff,23,2000,Drama,Christian Monzon,Honey,4868,25000000,2003,0
Bille Woodruff,23,1000,Drama,Boris Kodjoe,Addicted,2840,5000000,2014,0
Burr Steers,23,2000,Action,Matt Smith,Pride and Prejudice and Zombies,4710,28000000,2016,73000
Burr Steers,23,1000,Comedy,Kieran Culkin,Igby Goes Down,2478,9000000,2002,838
Burr Steers,23,2000,Comedy,Matthew Perry,17 Again,7009,20000000,2009,0
Burr Steers,23,405,Drama,Augustus Prew,Charlie St. Cloud,1066,44000000,2010,0
Corey Yuen,23,826,Action,Steve Howey,DOA: Dead or Alive,4473,21000000,2006,0
Dean Parisot,23,13000,Comedy,Bruce Willis,RED 2,25220,84000000,2013,22000
Dean Parisot,23,25000,Comedy,Alan Rickman,Galaxy Quest,26998,45000000,1999,19000
Dean Parisot,23,957,Comedy,John Michael Higgins,Fun with Dick and Jane,1997,100000000,2005,2000
Dean Parisot,23,925,Comedy,Catherine O'Hara,Home Fries,2913,15000000,1998,247
Kevin Hamedani,23,199,Comedy,Russell Hodgkinson,ZMD: Zombies of Mass Destruction,292,500000,2009,0
Michael Anderson,23,1000,Action,Farrah Fawcett,Logan's Run,2951,9000000,1976,0
Michael Ritchie,23,400,Comedy,Victor Wong,The Golden Child,1044,25000000,1986,0
Michael Ritchie,23,1000,Comedy,Mara Wilson,A Simple Wish,5535,28000000,1997,517
Michael Sucsy,23,17000,Drama,Channing Tatum,The Vow,18322,30000000,2012,32000
Peter Chelsom,23,1000,Comedy,Emily Osment,Hannah Montana: The Movie,4516,30000000,2009,0
Peter Chelsom,23,1000,Comedy,Lisa Ann Walter,Shall We Dance,2325,50000000,2004,0
Peter Chelsom,23,11,Comedy,Lilli Lavine,Serendipity,37,28000000,2001,12000
Sheldon Lettich,23,633,Action,Bolo Yeung,Double Impact,874,15000000,1991,0
Sheldon Lettich,23,97,Action,Antoni Corone,Only the Strong,382,6000000,1993,0
Simon Wincer,23,1000,Action,Vanessa Williams,Harley Davidson and the Marlboro Man,3671,23000000,1991,0
Steve James,23,1000,Biography,Kurtwood Smith,Prefontaine,1610,8000000,1997,0
Tim McCanlies,23,3000,Comedy,Haley Joel Osment,Secondhand Lions,9638,30000000,2003,0
Audrey Wells,22,727,Comedy,Raoul Bova,Under the Tuscan Sun,1310,18000000,2003,0
Craig R. Baxley,22,174,Action,Brian Bosworth,Stone Cold,583,17000000,1991,0
Craig R. Baxley,22,1000,Comedy,Bill Duke,Action Jackson,5282,7000000,1988,978
Jack Smight,22,606,Action,Janet Leigh,Harper,2402,3500000,1966,470
Jon Hurwitz,22,1000,Comedy,Danneel Ackles,Harold  Kumar Escape from Guantanamo Bay,4065,12000000,2008,0
Jon Hurwitz,22,3000,Comedy,Alyson Hannigan,American Reunion,8398,50000000,2012,39000
Karen Moncrieff,22,638,Drama,Frances Fisher,Blue Car,1641,1000000,2002,115
Kyle Balda,22,7000,Animation,Steve Carell,Minions,13616,74000000,2015,70000
Marielle Heller,22,10000,Drama,Alexander SkarsgÕ‚rd,The Diary of a Teenage Girl,11184,2000000,2015,0
Nick Gomez,22,8000,Comedy,Will Ferrell,Drowning Mona,11078,16000000,2000,492
Patricia Rozema,22,918,Drama,Julia Ormond,Kit Kittredge: An American Girl,3317,10000000,2008,851
Ulu Grosbard,22,2000,Drama,Alexa PenaVega,The Deep End of the Ocean,4327,40000000,1999,579
Chris Gorak,21,614,Action,Max Minghella,The Darkest Hour,843,30000000,2011,0
Christopher Scott Cherot,21,465,Comedy,Hill Harper,Hav Plenty,714,650000,1997,161
Corey Grant,21,761,Comedy,Christian Keyes,Dysfunctional Friends,4306,1800000,2012,569
David Palmer,21,14000,Comedy,Bradley Cooper,Hit and Run,15922,2000000,2012,0
Gary Trousdale,21,12000,Animation,Leonard Nimoy,Atlantis: The Lost Empire,15237,120000000,2001,0
Gary Trousdale,21,2000,Animation,Demi Moore,The Hunchback of Notre Dame,4842,100000000,1996,0
Goran Dukic,21,1000,Comedy,Leslie Bibb,Wristcutters: A Love Story,4720,1000000,2006,11000
Henry Bean,21,33000,Drama,Ryan Gosling,The Believer,33441,1500000,2001,0
James Bridges,21,967,Drama,Dianne Wiest,Bright Lights Big City,3067,25000000,1988,377
John Polson,21,22000,Drama,Robert De Niro,Hide and Seek,23328,30000000,2005,0
John Polson,21,931,Drama,Erika Christensen,Swimfan,3819,8500000,2002,720
Jon Kasdan,21,17000,Comedy,Kristen Stewart,In the Land of Women,20312,10000000,2007,1000
Kelly Asbury,21,13000,Animation,Matt Damon,Spirit: Stallion of the Cimarron,14261,80000000,2002,4000
Leslye Headland,21,4000,Comedy,Kirsten Dunst,Bachelorette,8353,3000000,2012,0
Neema Barnette,21,597,Drama,Monica Calhoun,Civil Brand,2555,500000,2002,86
Phil Joanou,21,12000,Drama,Dwayne Johnson,Gridiron Gang,15811,30000000,2006,0
Alex Ranarivelo,20,1000,Drama,Lea Thompson,The Dog Lover,2419,2000000,2016,724
Asger Leth,20,107,Action,Robert Clohessy,Man on a Ledge,362,42000000,2012,11000
Ben Lewin,20,422,Comedy,W. Earl Brown,The Sessions,1899,1000000,2012,11000
Elizabeth Allen Rosenbaum,20,512,Comedy,Sierra McCormick,Ramona and Beezus,1002,15000000,2010,0
